learner_id,concept_id,concept_name,difficulty,days_since_last_review,quiz_accuracy,response_time,attempt_count,retention_label
L005,neural_networks,Neural Networks,0.6,0.0,0.842,21.17,3,1.0
L034,probability_and_statistics,Probability & Statistics,0.65,3.0,0.35,16.31,5,0.373
L025,data_structures,Data Structures,0.4,2.0,0.642,14.89,2,0.623
L031,software_engineering,Software Engineering,0.4,21.0,0.087,10.14,2,0.1
L010,neural_networks,Neural Networks,0.6,9.0,0.228,19.03,2,0.15
L037,ml_fundamentals,ML Fundamentals,0.5,19.0,0.075,10.95,1,0.099
L039,computer_networks,Computer Networks,0.55,10.0,0.0,15.97,4,0.037
L014,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.342,17.59,4,0.224
L007,neural_networks,Neural Networks,0.6,18.0,0.057,21.47,4,0.0
L032,data_structures,Data Structures,0.4,0.0,1.0,17.81,3,1.0
L028,data_structures,Data Structures,0.4,17.0,0.123,24.34,1,0.161
L031,algorithm_design,Algorithm Design,0.5,20.0,0.0,11.28,3,0.018
L029,dbms_normalization,DBMS Normalization,0.7,11.0,0.0,21.44,4,0.063
L018,oop_concepts,OOP Concepts,0.35,4.0,0.426,21.59,4,0.39
L019,probability_and_statistics,Probability & Statistics,0.65,0.0,1.0,20.65,5,0.998
L011,operating_systems,Operating Systems,0.6,15.0,0.115,10.83,2,0.0
L021,software_engineering,Software Engineering,0.4,17.0,0.267,12.9,5,0.027
L016,neural_networks,Neural Networks,0.6,10.0,0.204,14.95,5,0.073
L021,ml_fundamentals,ML Fundamentals,0.5,4.0,0.301,15.82,4,0.379
L018,ml_fundamentals,ML Fundamentals,0.5,13.0,0.08,19.36,1,0.083
L017,computer_architecture,Computer Architecture,0.5,20.0,0.035,11.53,5,0.068
L038,software_engineering,Software Engineering,0.4,19.0,0.03,13.94,2,0.196
L025,algorithm_design,Algorithm Design,0.5,3.0,0.478,16.57,2,0.498
L026,oop_concepts,OOP Concepts,0.35,0.0,0.997,17.03,3,0.999
L021,algorithm_design,Algorithm Design,0.5,3.0,0.581,17.01,1,0.547
L018,computer_networks,Computer Networks,0.55,7.0,0.41,17.11,4,0.249
L024,computer_architecture,Computer Architecture,0.5,4.0,0.37,15.03,2,0.309
L004,oop_concepts,OOP Concepts,0.35,0.0,1.0,18.74,5,0.967
L022,oop_concepts,OOP Concepts,0.35,6.0,0.434,19.44,1,0.473
L017,neural_networks,Neural Networks,0.6,0.0,0.989,17.8,3,1.0
L025,probability_and_statistics,Probability & Statistics,0.65,21.0,0.0,15.45,2,0.01
L025,neural_networks,Neural Networks,0.6,18.0,0.0,16.27,3,0.0
L024,algorithm_design,Algorithm Design,0.5,16.0,0.0,14.73,2,0.03
L021,dbms_normalization,DBMS Normalization,0.7,17.0,0.134,16.15,2,0.013
L008,ml_fundamentals,ML Fundamentals,0.5,15.0,0.032,13.9,5,0.062
L020,ml_fundamentals,ML Fundamentals,0.5,7.0,0.227,12.98,3,0.195
L011,dbms_normalization,DBMS Normalization,0.7,21.0,0.117,17.38,4,0.021
L031,software_engineering,Software Engineering,0.4,3.0,0.806,15.67,1,0.729
L034,computer_networks,Computer Networks,0.55,1.0,0.795,20.12,1,0.731
L007,software_engineering,Software Engineering,0.4,14.0,0.245,15.28,2,0.128
L036,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.202,12.4,5,0.327
L007,data_structures,Data Structures,0.4,18.0,0.035,14.61,2,0.122
L028,software_engineering,Software Engineering,0.4,12.0,0.214,17.53,3,0.217
L014,dbms_normalization,DBMS Normalization,0.7,9.0,0.0,13.37,2,0.0
L025,ml_fundamentals,ML Fundamentals,0.5,7.0,0.099,19.78,4,0.243
L036,ml_fundamentals,ML Fundamentals,0.5,16.0,0.04,19.75,1,0.046
L036,computer_architecture,Computer Architecture,0.5,9.0,0.255,16.29,2,0.234
L032,algorithm_design,Algorithm Design,0.5,9.0,0.263,13.54,2,0.318
L014,computer_architecture,Computer Architecture,0.5,18.0,0.039,12.9,5,0.13
L016,data_structures,Data Structures,0.4,0.0,0.936,13.4,5,1.0
L013,software_engineering,Software Engineering,0.4,11.0,0.244,13.57,2,0.243
L020,discrete_mathematics,Discrete Mathematics,0.55,19.0,0.069,14.7,1,0.036
L032,oop_concepts,OOP Concepts,0.35,11.0,0.2,19.51,1,0.122
L021,dbms_normalization,DBMS Normalization,0.7,11.0,0.0,16.16,3,0.0
L019,algorithm_design,Algorithm Design,0.5,14.0,0.079,11.89,2,0.081
L022,data_structures,Data Structures,0.4,12.0,0.061,10.04,5,0.186
L006,ml_fundamentals,ML Fundamentals,0.5,18.0,0.025,11.69,1,0.049
L023,algorithm_design,Algorithm Design,0.5,13.0,0.0,12.09,2,0.096
L009,neural_networks,Neural Networks,0.6,12.0,0.056,19.1,5,0.118
L028,oop_concepts,OOP Concepts,0.35,4.0,0.403,16.69,3,0.59
L024,algorithm_design,Algorithm Design,0.5,19.0,0.121,12.8,3,0.12
L024,ml_fundamentals,ML Fundamentals,0.5,8.0,0.169,16.05,2,0.0
L015,probability_and_statistics,Probability & Statistics,0.65,10.0,0.073,24.93,5,0.084
L022,oop_concepts,OOP Concepts,0.35,18.0,0.013,10.02,5,0.084
L008,algorithm_design,Algorithm Design,0.5,18.0,0.0,7.97,5,0.116
L014,dbms_normalization,DBMS Normalization,0.7,10.0,0.119,19.77,4,0.033
L016,ml_fundamentals,ML Fundamentals,0.5,0.0,0.931,15.8,5,0.963
L020,dbms_normalization,DBMS Normalization,0.7,21.0,0.0,18.52,3,0.034
L016,dbms_normalization,DBMS Normalization,0.7,5.0,0.217,14.02,4,0.099
L008,operating_systems,Operating Systems,0.6,8.0,0.145,16.63,2,0.122
L027,neural_networks,Neural Networks,0.6,11.0,0.156,13.87,3,0.228
L026,data_structures,Data Structures,0.4,3.0,0.494,14.24,2,0.483
L012,operating_systems,Operating Systems,0.6,5.0,0.411,16.71,4,0.3
L017,probability_and_statistics,Probability & Statistics,0.65,5.0,0.249,16.81,5,0.193
L014,software_engineering,Software Engineering,0.4,13.0,0.141,7.33,3,0.194
L039,data_structures,Data Structures,0.4,1.0,0.851,15.42,5,0.849
L017,operating_systems,Operating Systems,0.6,16.0,0.207,16.58,4,0.067
L013,computer_architecture,Computer Architecture,0.5,8.0,0.242,10.76,5,0.09
L036,probability_and_statistics,Probability & Statistics,0.65,8.0,0.027,15.53,4,0.196
L037,operating_systems,Operating Systems,0.6,7.0,0.056,16.04,5,0.061
L025,operating_systems,Operating Systems,0.6,18.0,0.109,15.46,1,0.042
L017,computer_networks,Computer Networks,0.55,13.0,0.0,13.52,1,0.108
L012,dbms_normalization,DBMS Normalization,0.7,19.0,0.071,14.4,4,0.012
L027,operating_systems,Operating Systems,0.6,20.0,0.047,22.14,5,0.006
L026,data_structures,Data Structures,0.4,1.0,0.834,10.91,4,0.833
L024,neural_networks,Neural Networks,0.6,4.0,0.534,13.06,1,0.372
L010,discrete_mathematics,Discrete Mathematics,0.55,2.0,0.625,15.63,2,0.612
L024,algorithm_design,Algorithm Design,0.5,12.0,0.113,24.02,2,0.176
L025,computer_architecture,Computer Architecture,0.5,10.0,0.1,17.18,4,0.185
L021,oop_concepts,OOP Concepts,0.35,6.0,0.383,17.31,5,0.35
L028,operating_systems,Operating Systems,0.6,7.0,0.196,12.11,5,0.346
L011,data_structures,Data Structures,0.4,21.0,0.0,16.57,2,0.0
L033,oop_concepts,OOP Concepts,0.35,21.0,0.001,15.59,5,0.047
L001,software_engineering,Software Engineering,0.4,14.0,0.042,17.12,1,0.036
L033,probability_and_statistics,Probability & Statistics,0.65,18.0,0.0,16.53,4,0.0
L039,data_structures,Data Structures,0.4,4.0,0.411,11.19,3,0.406
L033,neural_networks,Neural Networks,0.6,9.0,0.144,21.14,5,0.139
L011,algorithm_design,Algorithm Design,0.5,21.0,0.059,17.42,4,0.0
L036,computer_networks,Computer Networks,0.55,0.0,1.0,13.01,2,0.944
L036,algorithm_design,Algorithm Design,0.5,12.0,0.156,12.07,1,0.159
L033,computer_networks,Computer Networks,0.55,0.0,0.894,7.72,4,0.994
L029,dbms_normalization,DBMS Normalization,0.7,20.0,0.0,11.3,3,0.009
L025,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.013,12.31,1,0.161
L014,neural_networks,Neural Networks,0.6,4.0,0.268,18.43,4,0.385
L008,probability_and_statistics,Probability & Statistics,0.65,9.0,0.123,12.02,5,0.116
L017,computer_architecture,Computer Architecture,0.5,12.0,0.101,14.94,3,0.068
L017,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.879,6.87,2,0.784
L039,dbms_normalization,DBMS Normalization,0.7,0.0,0.957,12.41,3,0.983
L002,oop_concepts,OOP Concepts,0.35,11.0,0.28,18.49,3,0.236
L018,ml_fundamentals,ML Fundamentals,0.5,13.0,0.148,16.19,5,0.042
L040,operating_systems,Operating Systems,0.6,19.0,0.0,17.86,5,0.0
L037,ml_fundamentals,ML Fundamentals,0.5,5.0,0.174,8.44,2,0.368
L025,data_structures,Data Structures,0.4,15.0,0.113,15.82,4,0.125
L006,data_structures,Data Structures,0.4,7.0,0.405,17.46,3,0.361
L028,ml_fundamentals,ML Fundamentals,0.5,3.0,0.479,14.3,4,0.433
L020,neural_networks,Neural Networks,0.6,8.0,0.131,14.2,5,0.092
L008,oop_concepts,OOP Concepts,0.35,11.0,0.151,12.71,3,0.201
L032,probability_and_statistics,Probability & Statistics,0.65,21.0,0.04,14.58,3,0.0
L036,algorithm_design,Algorithm Design,0.5,19.0,0.047,14.36,1,0.004
L027,oop_concepts,OOP Concepts,0.35,18.0,0.085,13.73,1,0.074
L040,computer_architecture,Computer Architecture,0.5,9.0,0.245,14.43,4,0.341
L020,computer_networks,Computer Networks,0.55,1.0,0.988,9.25,2,0.823
L023,algorithm_design,Algorithm Design,0.5,1.0,0.712,13.87,4,0.788
L023,algorithm_design,Algorithm Design,0.5,19.0,0.048,17.55,2,0.091
L024,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.011,14.18,2,0.004
L031,ml_fundamentals,ML Fundamentals,0.5,3.0,0.576,7.96,1,0.588
L030,computer_architecture,Computer Architecture,0.5,8.0,0.151,11.98,1,0.276
L008,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.276,17.74,2,0.368
L032,oop_concepts,OOP Concepts,0.35,5.0,0.379,17.33,4,0.479
L016,algorithm_design,Algorithm Design,0.5,21.0,0.126,9.79,4,0.0
L034,ml_fundamentals,ML Fundamentals,0.5,11.0,0.091,11.95,1,0.07
L010,probability_and_statistics,Probability & Statistics,0.65,15.0,0.035,20.01,3,0.0
L004,software_engineering,Software Engineering,0.4,17.0,0.0,8.13,5,0.154
L038,operating_systems,Operating Systems,0.6,9.0,0.028,16.24,4,0.137
L037,data_structures,Data Structures,0.4,9.0,0.261,19.79,2,0.431
L034,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.057,22.13,2,0.0
L024,software_engineering,Software Engineering,0.4,0.0,1.0,8.28,3,0.946
L032,software_engineering,Software Engineering,0.4,19.0,0.144,12.22,3,0.043
L007,dbms_normalization,DBMS Normalization,0.7,9.0,0.193,22.21,2,0.312
L034,probability_and_statistics,Probability & Statistics,0.65,9.0,0.0,18.68,5,0.032
L025,ml_fundamentals,ML Fundamentals,0.5,4.0,0.406,14.72,4,0.425
L036,algorithm_design,Algorithm Design,0.5,13.0,0.171,13.36,5,0.069
L040,data_structures,Data Structures,0.4,15.0,0.0,15.78,3,0.0
L017,neural_networks,Neural Networks,0.6,13.0,0.13,15.29,1,0.082
L015,neural_networks,Neural Networks,0.6,18.0,0.0,15.17,5,0.074
L020,operating_systems,Operating Systems,0.6,5.0,0.213,14.41,5,0.222
L005,operating_systems,Operating Systems,0.6,19.0,0.024,18.56,1,0.0
L008,computer_architecture,Computer Architecture,0.5,3.0,0.427,17.34,2,0.583
L032,computer_networks,Computer Networks,0.55,9.0,0.034,19.46,4,0.0
L009,software_engineering,Software Engineering,0.4,19.0,0.0,8.74,4,0.129
L013,probability_and_statistics,Probability & Statistics,0.65,7.0,0.173,13.93,4,0.256
L013,computer_networks,Computer Networks,0.55,17.0,0.097,15.15,2,0.023
L009,dbms_normalization,DBMS Normalization,0.7,6.0,0.0,18.77,1,0.094
L025,ml_fundamentals,ML Fundamentals,0.5,17.0,0.17,22.47,1,0.01
L037,computer_architecture,Computer Architecture,0.5,12.0,0.181,15.18,2,0.153
L017,oop_concepts,OOP Concepts,0.35,2.0,0.707,11.88,2,0.743
L025,operating_systems,Operating Systems,0.6,3.0,0.571,19.21,2,0.562
L015,software_engineering,Software Engineering,0.4,16.0,0.084,10.06,2,0.12
L021,algorithm_design,Algorithm Design,0.5,6.0,0.264,12.17,3,0.292
L016,dbms_normalization,DBMS Normalization,0.7,14.0,0.133,14.19,3,0.026
L039,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.569,19.98,2,0.395
L026,ml_fundamentals,ML Fundamentals,0.5,13.0,0.079,14.84,4,0.204
L001,operating_systems,Operating Systems,0.6,17.0,0.0,22.91,2,0.001
L021,oop_concepts,OOP Concepts,0.35,16.0,0.0,20.29,5,0.065
L020,dbms_normalization,DBMS Normalization,0.7,2.0,0.443,15.15,5,0.513
L036,dbms_normalization,DBMS Normalization,0.7,5.0,0.149,22.52,5,0.19
L001,neural_networks,Neural Networks,0.6,1.0,0.62,13.9,5,0.756
L040,computer_architecture,Computer Architecture,0.5,3.0,0.459,15.68,4,0.618
L023,software_engineering,Software Engineering,0.4,16.0,0.061,13.11,5,0.042
L022,data_structures,Data Structures,0.4,8.0,0.429,12.53,2,0.286
L035,algorithm_design,Algorithm Design,0.5,17.0,0.101,10.32,1,0.027
L018,data_structures,Data Structures,0.4,21.0,0.043,23.54,1,0.064
L020,algorithm_design,Algorithm Design,0.5,4.0,0.429,7.19,1,0.484
L027,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.114,19.54,3,0.0
L030,oop_concepts,OOP Concepts,0.35,3.0,0.583,14.82,3,0.524
L039,data_structures,Data Structures,0.4,17.0,0.0,8.61,3,0.05
L025,software_engineering,Software Engineering,0.4,16.0,0.0,15.53,4,0.057
L012,computer_networks,Computer Networks,0.55,18.0,0.012,12.43,1,0.038
L019,algorithm_design,Algorithm Design,0.5,12.0,0.172,18.63,4,0.195
L022,ml_fundamentals,ML Fundamentals,0.5,2.0,0.506,14.15,2,0.531
L033,discrete_mathematics,Discrete Mathematics,0.55,19.0,0.01,15.27,1,0.014
L033,algorithm_design,Algorithm Design,0.5,11.0,0.102,21.62,3,0.108
L020,software_engineering,Software Engineering,0.4,5.0,0.32,9.28,1,0.428
L036,data_structures,Data Structures,0.4,17.0,0.0,15.24,1,0.008
L013,probability_and_statistics,Probability & Statistics,0.65,11.0,0.0,13.1,5,0.035
L009,algorithm_design,Algorithm Design,0.5,17.0,0.011,10.95,5,0.123
L012,operating_systems,Operating Systems,0.6,17.0,0.0,12.56,1,0.0
L007,operating_systems,Operating Systems,0.6,1.0,0.744,12.86,4,0.699
L026,ml_fundamentals,ML Fundamentals,0.5,19.0,0.084,26.66,3,0.012
L008,operating_systems,Operating Systems,0.6,21.0,0.089,17.58,1,0.056
L022,neural_networks,Neural Networks,0.6,14.0,0.12,18.8,5,0.12
L026,ml_fundamentals,ML Fundamentals,0.5,6.0,0.378,21.12,2,0.2
L019,computer_networks,Computer Networks,0.55,9.0,0.0,17.27,4,0.134
L022,data_structures,Data Structures,0.4,17.0,0.146,16.19,5,0.082
L024,operating_systems,Operating Systems,0.6,1.0,0.89,18.69,5,0.971
L015,algorithm_design,Algorithm Design,0.5,14.0,0.017,10.77,1,0.073
L026,ml_fundamentals,ML Fundamentals,0.5,12.0,0.0,20.49,3,0.038
L027,operating_systems,Operating Systems,0.6,9.0,0.183,19.47,3,0.243
L010,software_engineering,Software Engineering,0.4,13.0,0.27,15.75,4,0.054
L017,ml_fundamentals,ML Fundamentals,0.5,9.0,0.137,13.41,1,0.256
L020,software_engineering,Software Engineering,0.4,4.0,0.683,13.24,3,0.644
L008,oop_concepts,OOP Concepts,0.35,11.0,0.182,15.54,2,0.13
L020,computer_architecture,Computer Architecture,0.5,16.0,0.164,16.12,3,0.067
L028,neural_networks,Neural Networks,0.6,19.0,0.0,22.78,2,0.023
L039,dbms_normalization,DBMS Normalization,0.7,13.0,0.078,15.27,5,0.084
L026,operating_systems,Operating Systems,0.6,7.0,0.168,17.12,3,0.095
L011,computer_architecture,Computer Architecture,0.5,11.0,0.062,23.17,3,0.076
L024,neural_networks,Neural Networks,0.6,18.0,0.0,16.12,5,0.022
L017,probability_and_statistics,Probability & Statistics,0.65,8.0,0.0,16.65,2,0.096
L038,ml_fundamentals,ML Fundamentals,0.5,13.0,0.059,17.62,3,0.094
L003,dbms_normalization,DBMS Normalization,0.7,5.0,0.079,21.7,1,0.043
L013,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.746,18.1,5,0.815
L037,computer_networks,Computer Networks,0.55,15.0,0.159,16.14,1,0.0
L012,data_structures,Data Structures,0.4,16.0,0.253,16.27,3,0.138
L003,oop_concepts,OOP Concepts,0.35,5.0,0.212,16.17,1,0.27
L009,dbms_normalization,DBMS Normalization,0.7,15.0,0.008,17.44,5,0.0
L014,dbms_normalization,DBMS Normalization,0.7,6.0,0.319,14.51,5,0.253
L035,dbms_normalization,DBMS Normalization,0.7,10.0,0.059,8.87,1,0.122
L028,operating_systems,Operating Systems,0.6,11.0,0.053,17.57,5,0.134
L012,computer_architecture,Computer Architecture,0.5,18.0,0.002,22.34,2,0.0
L004,probability_and_statistics,Probability & Statistics,0.65,0.0,0.948,18.0,1,0.97
L004,dbms_normalization,DBMS Normalization,0.7,5.0,0.59,22.44,5,0.559
L027,data_structures,Data Structures,0.4,4.0,0.363,10.54,3,0.395
L026,software_engineering,Software Engineering,0.4,5.0,0.155,11.91,1,0.304
L015,probability_and_statistics,Probability & Statistics,0.65,19.0,0.09,15.07,2,0.033
L026,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.033,10.25,5,0.006
L026,oop_concepts,OOP Concepts,0.35,1.0,0.875,14.88,1,0.831
L002,computer_networks,Computer Networks,0.55,4.0,0.412,18.0,1,0.367
L036,software_engineering,Software Engineering,0.4,11.0,0.097,6.58,4,0.156
L029,ml_fundamentals,ML Fundamentals,0.5,10.0,0.342,15.79,3,0.112
L035,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.216,12.99,4,0.235
L023,data_structures,Data Structures,0.4,13.0,0.129,15.63,3,0.173
L021,software_engineering,Software Engineering,0.4,3.0,0.597,16.33,5,0.724
L038,algorithm_design,Algorithm Design,0.5,3.0,0.704,20.67,1,0.593
L015,algorithm_design,Algorithm Design,0.5,19.0,0.029,15.63,1,0.0
L024,neural_networks,Neural Networks,0.6,4.0,0.15,11.29,5,0.229
L035,data_structures,Data Structures,0.4,17.0,0.093,13.06,3,0.075
L016,data_structures,Data Structures,0.4,14.0,0.179,19.53,5,0.181
L028,probability_and_statistics,Probability & Statistics,0.65,2.0,0.481,15.44,4,0.533
L019,algorithm_design,Algorithm Design,0.5,7.0,0.125,7.65,3,0.2
L034,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.069,13.54,2,0.252
L031,dbms_normalization,DBMS Normalization,0.7,5.0,0.129,14.36,1,0.024
L030,software_engineering,Software Engineering,0.4,17.0,0.136,12.5,1,0.0
L030,computer_architecture,Computer Architecture,0.5,2.0,0.694,15.17,3,0.634
L027,oop_concepts,OOP Concepts,0.35,21.0,0.068,17.17,3,0.025
L019,software_engineering,Software Engineering,0.4,5.0,0.386,12.34,5,0.396
L006,dbms_normalization,DBMS Normalization,0.7,2.0,0.448,12.07,3,0.421
L006,dbms_normalization,DBMS Normalization,0.7,3.0,0.628,14.05,3,0.466
L023,oop_concepts,OOP Concepts,0.35,19.0,0.189,16.48,5,0.0
L022,neural_networks,Neural Networks,0.6,19.0,0.057,12.45,3,0.0
L018,probability_and_statistics,Probability & Statistics,0.65,0.0,0.967,16.24,3,1.0
L012,neural_networks,Neural Networks,0.6,7.0,0.0,18.86,2,0.022
L019,computer_architecture,Computer Architecture,0.5,7.0,0.341,15.08,5,0.258
L034,neural_networks,Neural Networks,0.6,18.0,0.0,17.86,3,0.047
L035,neural_networks,Neural Networks,0.6,12.0,0.036,14.77,2,0.054
L033,computer_networks,Computer Networks,0.55,18.0,0.0,13.49,2,0.06
L012,neural_networks,Neural Networks,0.6,2.0,0.753,25.39,5,0.765
L025,probability_and_statistics,Probability & Statistics,0.65,2.0,0.306,11.2,2,0.554
L022,probability_and_statistics,Probability & Statistics,0.65,21.0,0.074,15.55,2,0.07
L040,data_structures,Data Structures,0.4,7.0,0.428,14.47,2,0.417
L036,operating_systems,Operating Systems,0.6,2.0,0.555,14.85,5,0.5
L030,computer_architecture,Computer Architecture,0.5,5.0,0.43,11.02,2,0.41
L004,software_engineering,Software Engineering,0.4,13.0,0.126,15.12,3,0.199
L025,operating_systems,Operating Systems,0.6,18.0,0.01,6.46,1,0.038
L011,data_structures,Data Structures,0.4,16.0,0.0,13.11,1,0.0
L017,data_structures,Data Structures,0.4,6.0,0.332,5.67,3,0.415
L040,ml_fundamentals,ML Fundamentals,0.5,21.0,0.0,17.02,1,0.0
L027,software_engineering,Software Engineering,0.4,14.0,0.023,12.83,5,0.0
L033,operating_systems,Operating Systems,0.6,1.0,0.781,14.2,5,0.912
L021,oop_concepts,OOP Concepts,0.35,21.0,0.118,20.26,2,0.068
L008,computer_architecture,Computer Architecture,0.5,4.0,0.476,20.71,1,0.447
L013,algorithm_design,Algorithm Design,0.5,12.0,0.037,13.6,1,0.14
L031,dbms_normalization,DBMS Normalization,0.7,11.0,0.0,13.92,1,0.013
L006,computer_networks,Computer Networks,0.55,4.0,0.293,18.26,2,0.389
L029,software_engineering,Software Engineering,0.4,16.0,0.039,8.22,1,0.063
L010,software_engineering,Software Engineering,0.4,6.0,0.48,13.94,4,0.455
L011,data_structures,Data Structures,0.4,8.0,0.234,16.74,3,0.28
L025,data_structures,Data Structures,0.4,14.0,0.007,16.43,2,0.104
L005,algorithm_design,Algorithm Design,0.5,9.0,0.265,14.16,2,0.149
L007,ml_fundamentals,ML Fundamentals,0.5,5.0,0.254,15.31,5,0.316
L023,probability_and_statistics,Probability & Statistics,0.65,18.0,0.071,10.37,5,0.12
L024,operating_systems,Operating Systems,0.6,13.0,0.006,15.48,5,0.027
L019,operating_systems,Operating Systems,0.6,8.0,0.0,11.11,3,0.007
L033,probability_and_statistics,Probability & Statistics,0.65,14.0,0.0,12.76,4,0.0
L037,software_engineering,Software Engineering,0.4,7.0,0.255,16.31,2,0.294
L023,computer_architecture,Computer Architecture,0.5,17.0,0.0,16.27,4,0.0
L006,computer_architecture,Computer Architecture,0.5,15.0,0.075,22.54,2,0.051
L006,data_structures,Data Structures,0.4,6.0,0.357,10.69,2,0.44
L005,computer_networks,Computer Networks,0.55,3.0,0.397,10.72,1,0.368
L025,computer_networks,Computer Networks,0.55,3.0,0.41,15.2,4,0.517
L016,data_structures,Data Structures,0.4,13.0,0.091,9.68,3,0.112
L008,oop_concepts,OOP Concepts,0.35,3.0,0.543,9.71,4,0.549
L024,software_engineering,Software Engineering,0.4,3.0,0.557,14.22,2,0.652
L040,data_structures,Data Structures,0.4,16.0,0.052,14.25,2,0.046
L007,probability_and_statistics,Probability & Statistics,0.65,4.0,0.313,13.0,5,0.372
L003,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.262,20.99,1,0.388
L004,ml_fundamentals,ML Fundamentals,0.5,3.0,0.341,13.23,5,0.2
L033,ml_fundamentals,ML Fundamentals,0.5,7.0,0.36,12.79,3,0.229
L013,computer_architecture,Computer Architecture,0.5,8.0,0.173,9.87,3,0.337
L019,computer_networks,Computer Networks,0.55,5.0,0.061,8.15,2,0.131
L025,neural_networks,Neural Networks,0.6,12.0,0.163,15.71,1,0.161
L020,data_structures,Data Structures,0.4,10.0,0.257,17.06,2,0.078
L037,computer_networks,Computer Networks,0.55,20.0,0.0,10.35,4,0.058
L035,data_structures,Data Structures,0.4,9.0,0.186,18.28,2,0.199
L028,software_engineering,Software Engineering,0.4,7.0,0.414,13.24,2,0.475
L031,computer_networks,Computer Networks,0.55,4.0,0.479,20.62,2,0.359
L011,algorithm_design,Algorithm Design,0.5,6.0,0.0,15.31,4,0.177
L003,operating_systems,Operating Systems,0.6,13.0,0.0,14.74,2,0.044
L022,dbms_normalization,DBMS Normalization,0.7,13.0,0.0,26.71,1,0.0
L034,neural_networks,Neural Networks,0.6,13.0,0.058,20.13,1,0.034
L007,probability_and_statistics,Probability & Statistics,0.65,18.0,0.069,15.58,2,0.022
L034,software_engineering,Software Engineering,0.4,0.0,0.909,13.12,5,0.957
L039,dbms_normalization,DBMS Normalization,0.7,7.0,0.0,18.24,3,0.017
L018,discrete_mathematics,Discrete Mathematics,0.55,11.0,0.167,14.77,4,0.157
L035,probability_and_statistics,Probability & Statistics,0.65,17.0,0.0,15.53,1,0.05
L035,software_engineering,Software Engineering,0.4,5.0,0.224,12.48,1,0.3
L020,computer_architecture,Computer Architecture,0.5,18.0,0.036,5.16,2,0.015
L005,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.462,13.85,2,0.488
L034,algorithm_design,Algorithm Design,0.5,11.0,0.151,26.28,1,0.16
L018,dbms_normalization,DBMS Normalization,0.7,9.0,0.004,8.55,4,0.025
L013,computer_networks,Computer Networks,0.55,1.0,0.743,20.89,5,0.674
L011,neural_networks,Neural Networks,0.6,7.0,0.247,16.82,4,0.11
L018,ml_fundamentals,ML Fundamentals,0.5,15.0,0.0,15.76,4,0.0
L002,computer_networks,Computer Networks,0.55,15.0,0.157,18.13,4,0.004
L007,ml_fundamentals,ML Fundamentals,0.5,4.0,0.377,21.58,5,0.42
L014,ml_fundamentals,ML Fundamentals,0.5,16.0,0.058,15.14,5,0.038
L039,data_structures,Data Structures,0.4,8.0,0.136,13.76,4,0.133
L007,oop_concepts,OOP Concepts,0.35,10.0,0.115,12.41,5,0.093
L023,probability_and_statistics,Probability & Statistics,0.65,5.0,0.028,15.25,1,0.11
L015,ml_fundamentals,ML Fundamentals,0.5,13.0,0.02,6.22,1,0.049
L026,oop_concepts,OOP Concepts,0.35,20.0,0.0,17.14,5,0.0
L013,algorithm_design,Algorithm Design,0.5,3.0,0.342,13.19,5,0.389
L007,software_engineering,Software Engineering,0.4,10.0,0.034,18.7,5,0.0
L026,oop_concepts,OOP Concepts,0.35,19.0,0.0,21.74,1,0.0
L016,algorithm_design,Algorithm Design,0.5,19.0,0.0,13.48,2,0.038
L008,algorithm_design,Algorithm Design,0.5,21.0,0.0,15.66,4,0.06
L003,ml_fundamentals,ML Fundamentals,0.5,2.0,0.907,12.29,3,0.68
L005,computer_networks,Computer Networks,0.55,10.0,0.209,15.59,4,0.156
L020,operating_systems,Operating Systems,0.6,0.0,1.0,13.39,3,1.0
L021,computer_networks,Computer Networks,0.55,3.0,0.425,23.05,5,0.513
L020,ml_fundamentals,ML Fundamentals,0.5,6.0,0.524,15.55,4,0.435
L005,operating_systems,Operating Systems,0.6,4.0,0.505,15.48,3,0.527
L025,ml_fundamentals,ML Fundamentals,0.5,20.0,0.0,11.7,4,0.057
L022,ml_fundamentals,ML Fundamentals,0.5,4.0,0.41,14.4,5,0.435
L007,discrete_mathematics,Discrete Mathematics,0.55,0.0,0.987,22.93,2,1.0
L022,dbms_normalization,DBMS Normalization,0.7,16.0,0.0,10.02,1,0.006
L004,computer_architecture,Computer Architecture,0.5,20.0,0.017,8.8,4,0.053
L024,dbms_normalization,DBMS Normalization,0.7,0.0,0.993,13.71,3,1.0
L040,software_engineering,Software Engineering,0.4,21.0,0.046,14.6,3,0.016
